"","mesoregion","year","agec","j12_j18","ach.noj","all.deaths","coverage3","hdi.mesoregion.2010"
"5023",4206,2007,1,2,18,27,0,0.761844740183826
"5025",4206,2008,1,1,12,24,0,0.761844740183826
"5026",4206,2008,2,1,8,13,0,0.761844740183826
"5027",4206,2008,3,1,7,9,0,0.761844740183826
"5028",4206,2009,3,2,9,12,0,0.761844740183826
"5030",4206,2009,1,3,16,27,0,0.761844740183826
"5031",4206,2009,2,2,2,4,0,0.761844740183826
"5033",4206,2010,1,3,19,26,0,0.761844740183826
"5034",4206,2010,2,0,8,8,0,0.761844740183826
"5035",4206,2010,3,1,15,22,0,0.761844740183826
"5036",4206,2011,1,3,16,30,101.000409255825,0.761844740183826
"5037",4206,2011,3,1,9,13,101.000409255825,0.761844740183826
"5038",4206,2011,2,3,2,8,101.000409255825,0.761844740183826
"5041",4206,2012,1,2,18,26,101.3260130412,0.761844740183826
"5042",4206,2012,2,1,9,14,101.3260130412,0.761844740183826
"5043",4206,2012,3,2,3,7,101.3260130412,0.761844740183826
"5044",4206,2013,1,0,18,26,98.686456109409,0.761844740183826
"5046",4206,2013,2,1,3,6,98.686456109409,0.761844740183826
"5047",4206,2013,3,0,15,16,98.686456109409,0.761844740183826
"5048",4206,2014,2,3,3,8,97.8934242723535,0.761844740183826
"5049",4206,2014,1,1,5,21,97.8934242723535,0.761844740183826
"5051",4206,2014,3,1,10,14,97.8934242723535,0.761844740183826
"5052",4206,2015,2,1,4,8,108.127790764503,0.761844740183826
"5054",4206,2015,1,2,9,20,108.127790764503,0.761844740183826
"5055",4206,2015,3,3,5,13,108.127790764503,0.761844740183826
"5057",4301,2005,1,5,45,67,0,0.741381206433639
"5058",4301,2005,2,5,16,35,0,0.741381206433639
"5059",4301,2005,3,0,25,32,0,0.741381206433639
"5061",4301,2006,2,2,10,22,0,0.741381206433639
"5062",4301,2006,1,7,46,64,0,0.741381206433639
"5063",4301,2006,3,2,21,36,0,0.741381206433639
"5065",4301,2007,1,2,40,53,0,0.741381206433639
"5066",4301,2007,3,2,18,23,0,0.741381206433639
"5067",4301,2007,2,4,15,28,0,0.741381206433639
"5069",4301,2008,1,3,36,56,0,0.741381206433639
"5070",4301,2008,2,2,8,15,0,0.741381206433639
"5071",4301,2008,3,2,16,30,0,0.741381206433639
"5073",4301,2009,1,1,45,55,0,0.741381206433639
"5074",4301,2009,2,3,15,25,0,0.741381206433639
"5075",4301,2009,3,0,19,31,0,0.741381206433639
"5076",4301,2010,3,2,18,27,0,0.741381206433639
"5078",4301,2010,1,4,41,57,0,0.741381206433639
"5079",4301,2010,2,1,13,16,0,0.741381206433639
"5080",4301,2011,1,4,39,52,100.746271270401,0.741381206433639
"5081",4301,2011,2,5,11,21,100.746271270401,0.741381206433639
"5082",4301,2011,3,1,18,28,100.746271270401,0.741381206433639
"5084",4301,2012,1,2,35,50,97.9690586718023,0.741381206433639
"5085",4301,2012,2,0,13,19,97.9690586718023,0.741381206433639
"5086",4301,2012,3,3,13,27,97.9690586718023,0.741381206433639
"5088",4301,2013,1,1,37,51,109.831109680335,0.741381206433639
"5090",4301,2013,2,1,10,18,109.831109680335,0.741381206433639
"5091",4301,2013,3,1,21,28,109.831109680335,0.741381206433639
"5092",4301,2014,3,0,16,23,103.12467736925,0.741381206433639
"5093",4301,2014,1,4,29,46,103.12467736925,0.741381206433639
"5094",4301,2014,2,1,10,16,103.12467736925,0.741381206433639
"5096",4301,2015,2,1,8,11,98.0164837358976,0.741381206433639
"5097",4301,2015,1,2,34,48,98.0164837358976,0.741381206433639
"5099",4301,2015,3,2,16,20,98.0164837358976,0.741381206433639
"5100",4302,2005,1,2,39,47,0,0.764805941728874
"5101",4302,2005,2,0,5,8,0,0.764805941728874
"5102",4302,2005,3,4,10,19,0,0.764805941728874
"5104",4302,2006,3,0,16,21,0,0.764805941728874
"5106",4302,2006,1,2,20,29,0,0.764805941728874
"5107",4302,2006,2,0,8,10,0,0.764805941728874
"5109",4302,2007,1,2,20,29,0,0.764805941728874
"5110",4302,2007,2,2,5,8,0,0.764805941728874
"5111",4302,2007,3,1,11,15,0,0.764805941728874
"5113",4302,2008,1,4,15,30,0,0.764805941728874
"5114",4302,2008,2,2,7,13,0,0.764805941728874
"5115",4302,2008,3,0,8,11,0,0.764805941728874
"5117",4302,2009,1,2,21,31,0,0.764805941728874
"5118",4302,2009,2,0,4,6,0,0.764805941728874
"5119",4302,2009,3,1,10,15,0,0.764805941728874
"5120",4302,2010,1,3,15,30,0,0.764805941728874
"5121",4302,2010,2,0,5,9,0,0.764805941728874
"5122",4302,2010,3,1,12,18,0,0.764805941728874
"5124",4302,2011,2,0,7,13,105.867967017726,0.764805941728874
"5125",4302,2011,1,1,15,24,105.867967017726,0.764805941728874
"5127",4302,2011,3,1,8,14,105.867967017726,0.764805941728874
"5129",4302,2012,2,1,5,8,102.03811459709,0.764805941728874
"5130",4302,2012,3,1,11,18,102.03811459709,0.764805941728874
"5131",4302,2012,1,1,19,28,102.03811459709,0.764805941728874
"5132",4302,2013,1,3,21,37,114.006184307165,0.764805941728874
"5134",4302,2013,3,1,9,13,114.006184307165,0.764805941728874
"5135",4302,2013,2,1,7,10,114.006184307165,0.764805941728874
"5136",4302,2014,3,2,7,12,106.107352547116,0.764805941728874
"5138",4302,2014,1,3,17,26,106.107352547116,0.764805941728874
"5139",4302,2014,2,1,4,7,106.107352547116,0.764805941728874
"5140",4302,2015,1,2,12,21,109.495063664729,0.764805941728874
"5142",4302,2015,3,1,5,10,109.495063664729,0.764805941728874
"5143",4302,2015,2,0,8,12,109.495063664729,0.764805941728874
"5145",4303,2005,1,1,10,16,0,0.747531577646203
"5146",4303,2005,2,1,2,6,0,0.747531577646203
"5147",4303,2005,3,0,4,5,0,0.747531577646203
"5149",4303,2006,1,0,12,17,0,0.747531577646203
"5150",4303,2006,2,1,6,8,0,0.747531577646203
"5151",4303,2006,3,2,6,8,0,0.747531577646203
"5153",4303,2007,1,0,15,18,0,0.747531577646203
"5154",4303,2007,2,2,4,7,0,0.747531577646203
"5155",4303,2007,3,2,3,7,0,0.747531577646203
"5157",4303,2008,1,0,14,20,0,0.747531577646203
"5158",4303,2008,2,1,4,6,0,0.747531577646203
"5159",4303,2008,3,0,5,6,0,0.747531577646203
"5161",4303,2009,1,1,9,13,0,0.747531577646203
"5162",4303,2009,2,0,3,3,0,0.747531577646203
"5163",4303,2009,3,0,11,13,0,0.747531577646203
"5164",4303,2010,2,0,0,2,0,0.747531577646203
"5165",4303,2010,3,1,1,4,0,0.747531577646203
"5167",4303,2010,1,1,9,15,0,0.747531577646203
"5168",4303,2011,2,1,6,8,97.452763544266,0.747531577646203
"5170",4303,2011,1,0,13,17,97.452763544266,0.747531577646203
"5171",4303,2011,3,0,4,5,97.452763544266,0.747531577646203
"5172",4303,2012,3,0,3,5,91.5437647732588,0.747531577646203
"5173",4303,2012,2,1,1,5,91.5437647732588,0.747531577646203
"5174",4303,2012,1,2,5,11,91.5437647732588,0.747531577646203
"5176",4303,2013,3,0,1,7,96.6131930870486,0.747531577646203
"5177",4303,2013,2,1,2,4,96.6131930870486,0.747531577646203
"5179",4303,2013,1,3,11,22,96.6131930870486,0.747531577646203
"5180",4303,2014,1,0,6,9,89.9454972085322,0.747531577646203
"5181",4303,2014,3,1,3,9,89.9454972085322,0.747531577646203
"5182",4303,2014,2,0,5,5,89.9454972085322,0.747531577646203
"5184",4303,2015,1,1,5,7,91.0797050417164,0.747531577646203
"5185",4303,2015,3,0,4,4,91.0797050417164,0.747531577646203
"5186",4303,2015,2,1,3,5,91.0797050417164,0.747531577646203
"5189",4304,2005,1,2,22,36,0,0.731736761145824
"5190",4304,2005,2,2,7,12,0,0.731736761145824
"5191",4304,2005,3,0,6,11,0,0.731736761145824
"5193",4304,2006,1,5,18,35,0,0.731736761145824
"5194",4304,2006,2,1,5,9,0,0.731736761145824
"5195",4304,2006,3,1,9,10,0,0.731736761145824
"5197",4304,2007,1,1,16,21,0,0.731736761145824
"5198",4304,2007,2,1,2,4,0,0.731736761145824
"5199",4304,2007,3,0,7,9,0,0.731736761145824
"5201",4304,2008,1,0,13,20,0,0.731736761145824
"5202",4304,2008,2,0,7,7,0,0.731736761145824
"5203",4304,2008,3,0,11,11,0,0.731736761145824
"5204",4304,2009,2,0,5,6,0,0.731736761145824
"5205",4304,2009,3,0,11,14,0,0.731736761145824
"5207",4304,2009,1,2,15,22,0,0.731736761145824
"5209",4304,2010,1,1,17,21,0,0.731736761145824
"5210",4304,2010,2,0,2,3,0,0.731736761145824
"5211",4304,2010,3,0,12,14,0,0.731736761145824
"5212",4304,2011,3,1,9,11,101.180202444988,0.731736761145824
"5213",4304,2011,2,1,4,10,101.180202444988,0.731736761145824
"5214",4304,2011,1,2,18,27,101.180202444988,0.731736761145824
"5216",4304,2012,2,1,8,10,94.3047675812732,0.731736761145824
"5218",4304,2012,1,2,13,20,94.3047675812732,0.731736761145824
"5219",4304,2012,3,0,4,5,94.3047675812732,0.731736761145824
"5220",4304,2013,2,0,5,5,106.276741078813,0.731736761145824
"5222",4304,2013,1,0,14,21,106.276741078813,0.731736761145824
"5223",4304,2013,3,0,6,8,106.276741078813,0.731736761145824
"5224",4304,2014,2,0,5,6,103.781888496483,0.731736761145824
"5226",4304,2014,1,1,8,12,103.781888496483,0.731736761145824
"5227",4304,2014,3,0,9,9,103.781888496483,0.731736761145824
"5229",4304,2015,3,0,7,12,101.861295143228,0.731736761145824
"5230",4304,2015,1,0,18,24,101.861295143228,0.731736761145824
"5231",4304,2015,2,0,1,3,101.861295143228,0.731736761145824
"5233",4305,2005,1,13,148,225,0,0.751517478316997
"5234",4305,2005,2,1,28,44,0,0.751517478316997
"5235",4305,2005,3,0,57,79,0,0.751517478316997
"5237",4305,2006,1,11,149,212,0,0.751517478316997
"5238",4305,2006,2,7,51,80,0,0.751517478316997
"5239",4305,2006,3,6,56,95,0,0.751517478316997
"5241",4305,2007,1,11,129,201,0,0.751517478316997
"5242",4305,2007,2,2,48,62,0,0.751517478316997
"5243",4305,2007,3,3,57,81,0,0.751517478316997
"5245",4305,2008,1,7,117,159,0,0.751517478316997
"5246",4305,2008,2,2,35,49,0,0.751517478316997
"5247",4305,2008,3,4,63,80,0,0.751517478316997
"5248",4305,2009,3,7,49,78,0,0.751517478316997
"5250",4305,2009,1,5,85,136,0,0.751517478316997
"5251",4305,2009,2,4,19,44,0,0.751517478316997
"5253",4305,2010,1,5,106,150,0,0.751517478316997
"5254",4305,2010,2,6,32,54,0,0.751517478316997
"5255",4305,2010,3,1,47,68,0,0.751517478316997
"5257",4305,2011,3,3,44,69,89.6366573395829,0.751517478316997
"5258",4305,2011,1,10,98,156,89.6366573395829,0.751517478316997
"5259",4305,2011,2,2,25,45,89.6366573395829,0.751517478316997
"5261",4305,2012,2,5,29,48,86.3379139404844,0.751517478316997
"5262",4305,2012,3,4,38,63,86.3379139404844,0.751517478316997
"5263",4305,2012,1,8,85,134,86.3379139404844,0.751517478316997
"5265",4305,2013,3,3,51,69,93.5766656333205,0.751517478316997
"5266",4305,2013,2,2,26,44,93.5766656333205,0.751517478316997
"5267",4305,2013,1,7,96,154,93.5766656333205,0.751517478316997
"5268",4305,2014,1,8,91,146,91.1893318657318,0.751517478316997
"5270",4305,2014,3,5,36,58,91.1893318657318,0.751517478316997
"5271",4305,2014,2,7,24,37,91.1893318657318,0.751517478316997
"5272",4305,2015,1,7,77,132,85.7322260289178,0.751517478316997
"5273",4305,2015,3,2,45,69,85.7322260289178,0.751517478316997
"5274",4305,2015,2,2,33,49,85.7322260289178,0.751517478316997
"5277",4306,2005,1,3,22,35,0,0.723369824989957
"5278",4306,2005,2,3,10,19,0,0.723369824989957
"5279",4306,2005,3,2,11,17,0,0.723369824989957
"5281",4306,2006,1,2,30,38,0,0.723369824989957
"5282",4306,2006,2,1,4,8,0,0.723369824989957
"5283",4306,2006,3,1,9,14,0,0.723369824989957
"5284",4306,2007,3,0,11,15,0,0.723369824989957
"5286",4306,2007,1,3,16,33,0,0.723369824989957
"5287",4306,2007,2,1,6,10,0,0.723369824989957
"5289",4306,2008,1,1,13,24,0,0.723369824989957
"5290",4306,2008,2,0,6,9,0,0.723369824989957
"5291",4306,2008,3,0,8,11,0,0.723369824989957
"5293",4306,2009,1,1,15,24,0,0.723369824989957
"5294",4306,2009,2,0,4,7,0,0.723369824989957
"5295",4306,2009,3,0,5,12,0,0.723369824989957
"5296",4306,2010,1,1,17,22,0,0.723369824989957
"5297",4306,2010,2,0,3,7,0,0.723369824989957
"5298",4306,2010,3,1,6,10,0,0.723369824989957
"5300",4306,2011,1,2,27,32,90.017250082908,0.723369824989957
"5302",4306,2011,2,1,5,8,90.017250082908,0.723369824989957
"5303",4306,2011,3,0,6,9,90.017250082908,0.723369824989957
"5304",4306,2012,2,0,6,9,86.8389383865428,0.723369824989957
"5305",4306,2012,1,1,22,29,86.8389383865428,0.723369824989957
"5306",4306,2012,3,0,4,8,86.8389383865428,0.723369824989957
"5309",4306,2013,1,3,13,24,102.878583729,0.723369824989957
"5310",4306,2013,2,1,6,9,102.878583729,0.723369824989957
"5311",4306,2013,3,1,3,9,102.878583729,0.723369824989957
"5312",4306,2014,1,0,13,21,94.3754303936715,0.723369824989957
"5314",4306,2014,3,1,6,10,94.3754303936715,0.723369824989957
"5315",4306,2014,2,1,4,8,94.3754303936715,0.723369824989957
"5316",4306,2015,1,1,12,19,93.593582583117,0.723369824989957
"5317",4306,2015,2,0,6,10,93.593582583117,0.723369824989957
"5319",4306,2015,3,0,5,6,93.593582583117,0.723369824989957
"5321",4307,2005,1,1,33,47,0,0.710891984403214
"5322",4307,2005,2,1,9,18,0,0.710891984403214
"5323",4307,2005,3,1,20,24,0,0.710891984403214
"5325",4307,2006,1,3,30,38,0,0.710891984403214
"5326",4307,2006,2,3,18,25,0,0.710891984403214
"5327",4307,2006,3,1,9,11,0,0.710891984403214
"5328",4307,2007,1,2,27,36,0,0.710891984403214
"5329",4307,2007,2,1,8,12,0,0.710891984403214
"5330",4307,2007,3,1,12,19,0,0.710891984403214
"5333",4307,2008,1,0,25,34,0,0.710891984403214
"5334",4307,2008,2,2,6,10,0,0.710891984403214
"5335",4307,2008,3,0,18,20,0,0.710891984403214
"5336",4307,2009,1,3,26,37,0,0.710891984403214
"5337",4307,2009,2,0,4,7,0,0.710891984403214
"5338",4307,2009,3,1,10,14,0,0.710891984403214
"5341",4307,2010,1,3,25,32,0,0.710891984403214
"5342",4307,2010,2,0,5,5,0,0.710891984403214
"5343",4307,2010,3,1,11,16,0,0.710891984403214
"5344",4307,2011,3,3,7,15,88.5749062046947,0.710891984403214
"5346",4307,2011,2,0,8,11,88.5749062046947,0.710891984403214
"5347",4307,2011,1,3,18,27,88.5749062046947,0.710891984403214
"5349",4307,2012,2,1,7,10,84.7458786276922,0.710891984403214
"5350",4307,2012,3,1,11,15,84.7458786276922,0.710891984403214
"5351",4307,2012,1,2,14,32,84.7458786276922,0.710891984403214
"5353",4307,2013,2,0,7,7,88.3823786146076,0.710891984403214
"5354",4307,2013,3,0,7,10,88.3823786146076,0.710891984403214
"5355",4307,2013,1,2,15,20,88.3823786146076,0.710891984403214
"5356",4307,2014,1,1,24,34,88.8919558321584,0.710891984403214
"5358",4307,2014,2,0,8,10,88.8919558321584,0.710891984403214
"5359",4307,2014,3,0,6,11,88.8919558321584,0.710891984403214
"5360",4307,2015,3,0,15,15,84.9723355088583,0.710891984403214
"5361",4307,2015,2,1,3,6,84.9723355088583,0.710891984403214
"5362",4307,2015,1,2,24,34,84.9723355088583,0.710891984403214
"5365",5001,2005,1,4,19,31,0,0.682617896729261
"5366",5001,2005,2,1,3,6,0,0.682617896729261
"5367",5001,2005,3,0,6,11,0,0.682617896729261
"5369",5001,2006,1,2,14,28,0,0.682617896729261
"5370",5001,2006,2,1,4,10,0,0.682617896729261
"5371",5001,2006,3,1,6,8,0,0.682617896729261
"5373",5001,2007,1,4,15,31,0,0.682617896729261
"5374",5001,2007,2,2,2,9,0,0.682617896729261
"5375",5001,2007,3,3,4,11,0,0.682617896729261
"5377",5001,2008,1,6,5,14,0,0.682617896729261
"5378",5001,2008,2,2,2,7,0,0.682617896729261
"5379",5001,2008,3,4,6,12,0,0.682617896729261
"5381",5001,2009,1,3,12,19,0,0.682617896729261
"5382",5001,2009,2,0,8,12,0,0.682617896729261
"5383",5001,2009,3,1,3,5,0,0.682617896729261
"5385",5001,2010,1,2,11,17,0,0.682617896729261
"5386",5001,2010,2,2,1,4,0,0.682617896729261
"5387",5001,2010,3,1,8,10,0,0.682617896729261
"5388",5001,2011,1,4,6,13,88.6271359627737,0.682617896729261
"5390",5001,2011,3,0,3,4,88.6271359627737,0.682617896729261
"5391",5001,2011,2,1,2,5,88.6271359627737,0.682617896729261
"5392",5001,2012,1,1,7,13,91.3457126786736,0.682617896729261
"5394",5001,2012,3,1,2,4,91.3457126786736,0.682617896729261
"5395",5001,2012,2,1,2,6,91.3457126786736,0.682617896729261
"5397",5001,2013,2,1,5,7,103.333464511002,0.682617896729261
"5398",5001,2013,1,3,7,15,103.333464511002,0.682617896729261
"5399",5001,2013,3,2,6,10,103.333464511002,0.682617896729261
"5400",5001,2014,2,2,1,3,118.59644983318,0.682617896729261
"5402",5001,2014,3,1,3,5,118.59644983318,0.682617896729261
"5403",5001,2014,1,2,13,23,118.59644983318,0.682617896729261
"5404",5001,2015,3,1,8,9,88.0606439351765,0.682617896729261
"5405",5001,2015,1,1,9,11,88.0606439351765,0.682617896729261
"5406",5001,2015,2,0,2,2,88.0606439351765,0.682617896729261
"5409",5002,2005,1,2,23,46,0,0.763965484446349
"5410",5002,2005,2,4,12,24,0,0.763965484446349
"5411",5002,2005,3,2,11,20,0,0.763965484446349
"5412",5002,2006,2,4,7,14,0,0.763965484446349
"5413",5002,2006,3,3,11,21,0,0.763965484446349
"5415",5002,2006,1,9,17,45,0,0.763965484446349
"5417",5002,2007,1,0,22,34,0,0.763965484446349
"5418",5002,2007,2,2,13,22,0,0.763965484446349
"5419",5002,2007,3,3,14,27,0,0.763965484446349
"5421",5002,2008,1,5,23,42,0,0.763965484446349
"5422",5002,2008,2,2,12,17,0,0.763965484446349
"5423",5002,2008,3,1,13,18,0,0.763965484446349
"5425",5002,2009,1,6,24,45,0,0.763965484446349
"5426",5002,2009,2,0,15,18,0,0.763965484446349
"5427",5002,2009,3,1,21,26,0,0.763965484446349
"5429",5002,2010,1,9,18,51,0,0.763965484446349
"5430",5002,2010,2,2,4,21,0,0.763965484446349
"5431",5002,2010,3,4,9,19,0,0.763965484446349
"5432",5002,2011,1,2,18,30,87.5090699541378,0.763965484446349
"5434",5002,2011,3,2,8,14,87.5090699541378,0.763965484446349
"5435",5002,2011,2,1,7,12,87.5090699541378,0.763965484446349
"5436",5002,2012,1,0,17,27,95.0869751721981,0.763965484446349
"5438",5002,2012,3,0,15,19,95.0869751721981,0.763965484446349
"5439",5002,2012,2,2,7,13,95.0869751721981,0.763965484446349
"5440",5002,2013,1,2,21,39,106.86031146176,0.763965484446349
"5441",5002,2013,3,0,15,20,106.86031146176,0.763965484446349
"5442",5002,2013,2,0,16,22,106.86031146176,0.763965484446349
"5444",5002,2014,2,1,8,13,104.019383296313,0.763965484446349
"5445",5002,2014,1,1,22,33,104.019383296313,0.763965484446349
"5447",5002,2014,3,0,17,22,104.019383296313,0.763965484446349
"5448",5002,2015,2,2,3,9,108.316144697504,0.763965484446349
"5449",5002,2015,3,2,8,16,108.316144697504,0.763965484446349
"5450",5002,2015,1,3,27,46,108.316144697504,0.763965484446349
"5452",5003,2005,2,5,5,11,0,0.71582607437144
"5453",5003,2005,3,2,5,8,0,0.71582607437144
"5455",5003,2005,1,5,18,31,0,0.71582607437144
"5456",5003,2006,2,2,4,7,0,0.71582607437144
"5457",5003,2006,3,2,9,14,0,0.71582607437144
"5459",5003,2006,1,2,14,23,0,0.71582607437144
"5460",5003,2007,2,1,1,8,0,0.71582607437144
"5461",5003,2007,3,1,4,6,0,0.71582607437144
"5463",5003,2007,1,5,7,22,0,0.71582607437144
"5465",5003,2008,1,4,5,11,0,0.71582607437144
"5466",5003,2008,2,2,3,6,0,0.71582607437144
"5467",5003,2008,3,0,7,8,0,0.71582607437144
"5468",5003,2009,1,3,9,22,0,0.71582607437144
"5469",5003,2009,2,0,3,4,0,0.71582607437144
"5470",5003,2009,3,1,2,4,0,0.71582607437144
"5473",5003,2010,1,3,13,21,0,0.71582607437144
"5474",5003,2010,2,0,5,5,0,0.71582607437144
"5475",5003,2010,3,2,8,13,0,0.71582607437144
"5476",5003,2011,1,0,11,13,93.8110277380368,0.71582607437144
"5477",5003,2011,3,2,6,9,93.8110277380368,0.71582607437144
"5479",5003,2011,2,1,3,7,93.8110277380368,0.71582607437144
"5480",5003,2012,2,0,2,4,100.478912828397,0.71582607437144
"5481",5003,2012,1,1,15,20,100.478912828397,0.71582607437144
"5482",5003,2012,3,1,3,8,100.478912828397,0.71582607437144
"5485",5003,2013,1,3,12,18,123.533675604241,0.71582607437144
"5486",5003,2013,2,1,4,5,123.533675604241,0.71582607437144
"5487",5003,2013,3,1,5,10,123.533675604241,0.71582607437144
"5488",5003,2014,3,1,10,12,166.825055862807,0.71582607437144
"5489",5003,2014,2,0,3,3,166.825055862807,0.71582607437144
"5490",5003,2014,1,0,6,9,166.825055862807,0.71582607437144
"5493",5003,2015,3,0,5,9,115.60836594983,0.71582607437144
"5494",5003,2015,2,0,5,6,115.60836594983,0.71582607437144
"5495",5003,2015,1,1,9,12,115.60836594983,0.71582607437144
"5497",5004,2005,1,12,51,95,0,0.696816835160343
"5498",5004,2005,2,5,39,62,0,0.696816835160343
"5499",5004,2005,3,2,27,36,0,0.696816835160343
"5501",5004,2006,1,12,40,76,0,0.696816835160343
"5502",5004,2006,2,6,19,35,0,0.696816835160343
"5503",5004,2006,3,3,20,35,0,0.696816835160343
"5505",5004,2007,1,12,48,82,0,0.696816835160343
"5506",5004,2007,2,4,20,34,0,0.696816835160343
"5507",5004,2007,3,4,21,41,0,0.696816835160343
"5509",5004,2008,1,21,41,80,0,0.696816835160343
"5510",5004,2008,2,2,28,41,0,0.696816835160343
"5511",5004,2008,3,2,19,27,0,0.696816835160343
"5513",5004,2009,1,17,51,85,0,0.696816835160343
"5514",5004,2009,2,4,35,52,0,0.696816835160343
"5515",5004,2009,3,4,23,35,0,0.696816835160343
"5516",5004,2010,3,2,21,30,0,0.696816835160343
"5518",5004,2010,1,9,30,57,0,0.696816835160343
"5519",5004,2010,2,2,19,29,0,0.696816835160343
"5521",5004,2011,1,16,22,62,92.4776508125317,0.696816835160343
"5522",5004,2011,3,2,17,24,92.4776508125317,0.696816835160343
"5523",5004,2011,2,1,10,18,92.4776508125317,0.696816835160343
"5524",5004,2012,3,5,21,35,98.6800802419872,0.696816835160343
